individual,time,behaviour
20250114_negative-control_4_311,157540.71666666667,Bite
20250114_negative-control_4_312,203670.13333333336,Vigilance
20250114_negative-control_4_312,203670.13333333336,Moving
20250114_negative-control_4_312,226643.08333333334,Feeding
20250114_negative-control_6_313,86736.65,Feeding
20250114_negative-control_6_313,93827.06666666667,Bite
20250114_negative-control_6_314,122472.35,Feeding
20250114_negative-control_6_314,122472.35,Bite
20250114_negative-control_6_314,124107.31666666668,Bite
20250114_negative-control_7_315,334083.75,Feeding
20250114_negative-control_7_315,338538.2,Bite
20250114_negative-control_7_315,340940.60000000003,Bite
20250114_negative-control_7_315,342975.9666666667,Bite
20250114_negative-control_7_315,347697.35000000003,Bite
20250114_negative-control_7_315,348731.7166666667,Bite
20250114_negative-control_7_315,349665.9833333334,Bite
20250114_negative-control_7_315,350666.98333333334,Bite
20250114_negative-control_7_315,361677.9833333334,Bite
20250114_negative-control_7_315,362211.85000000003,Bite
20250114_negative-control_7_315,363713.35,Bite
20250114_negative-control_7_315,365114.75,Bite
20250114_negative-control_7_315,376492.7833333334,Bite
20250114_negative-control_7_315,387370.31666666665,Bite
20250114_negative-control_7_315,388704.98333333334,Bite
20250114_negative-control_7_315,390973.9166666667,Bite
20250114_negative-control_7_315,392275.2166666667,Bite
20250114_negative-control_7_315,393843.45,Bite
20250114_negative-control_7_315,395278.21666666673,Bite
20250114_negative-control_7_315,397280.2166666667,Bite
20250114_negative-control_7_315,400716.98333333334,Bite
20250114_negative-control_7_315,401784.7166666667,Bite
20250114_negative-control_7_315,403302.9,Bite
20250114_negative-control_7_315,414097.01666666666,Bite
20250114_negative-control_7_316,389405.68333333335,Moving
20250114_negative-control_8_317,224691.13333333333,Vigilance
20250114_negative-control_9_318,402652.25000000006,Vigilance
20250114_negative-control_9_319,403703.3,Vigilance
20250114_negative-control_9_320,438187.75,Moving
20250114_positive-control_5_321,290139.85000000003,Vigilance
20250114_positive-control_5_322,297513.88333333336,Moving
20250119_barracuda_0_323,183583.40000000002,Feeding
20250119_barracuda_0_323,184984.80000000002,Bite
20250119_barracuda_0_324,242959.38333333333,Feeding
20250119_barracuda_2_325,270770.5,Moving
20250119_barracuda_2_326,272055.11666666664,Moving
20250119_barracuda_2_327,275825.55000000005,Moving
20250119_barracuda_2_328,275074.80000000005,Moving
20250119_barracuda_2_329,277193.5833333333,Moving
20250119_barracuda_2_330,279562.61666666664,Moving
20250119_barracuda_3_331,390823.7666666667,Moving
20250119_barracuda_3_332,395228.1666666667,Moving
20250119_barracuda_3_333,405638.5666666667,Moving
20250119_barracuda_3_334,406689.61666666664,Moving
20250119_barracuda_3_335,447463.68333333335,Feeding
20250119_barracuda_3_335,450500.05000000005,Bite
20250119_barracuda_3_335,450983.8666666667,Bite
20250119_barracuda_3_335,451651.2,Bite
20250119_barracuda_3_335,448247.80000000005,Bite
20250119_barracuda_3_335,454320.5333333333,Bite
20250119_barracuda_3_335,454587.4666666667,Bite
20250119_barracuda_3_335,454837.7166666667,Bite
20250119_barracuda_3_335,455988.8666666667,Bite
20250119_barracuda_3_335,456906.45,Bite
20250119_barracuda_3_335,457707.25000000006,Bite
20250119_barracuda_3_335,458674.88333333336,Bite
20250119_barracuda_4_336,100517.08333333333,Vigilance
20250119_grouper_0_337,431481.05000000005,Vigilance
20250119_grouper_1_338,359642.6166666667,Moving
20250119_grouper_1_339,362812.45,Vigilance
20250119_grouper_1_339,362812.45,Feeding
20250119_grouper_1_339,364747.7166666667,Bite
20250119_grouper_1_339,364347.3166666667,Bite
20250119_grouper_1_339,366015.64999999997,Bite
20250119_grouper_1_340,367050.0166666667,Moving
20250119_grouper_2_341,70520.45,Feeding
20250119_grouper_2_341,73656.91666666667,Bite
20250119_grouper_3_342,70320.25,Feeding
20250119_grouper_3_342,72005.26666666668,Bite
20250119_grouper_3_342,76109.36666666667,Bite
20250119_grouper_3_342,83299.88333333335,Bite
20250119_grouper_3_342,84801.38333333333,Bite
20250119_grouper_3_342,85368.61666666667,Bite
20250119_grouper_3_342,86319.56666666668,Bite
20250119_grouper_3_342,99365.93333333335,Vigilance
20250119_grouper_4_343,140423.61666666667,Moving
20250119_negative-control_3_344,70153.41666666667,Moving
20250119_negative-control_3_345,69819.75,Moving
20250119_negative-control_3_346,70186.78333333334,Moving
20250119_negative-control_3_346,103269.83333333334,Feeding
20250119_negative-control_3_346,104087.31666666667,Bite
20250119_negative-control_3_346,104521.08333333334,Bite
20250119_negative-control_3_347,70603.86666666667,Moving
20250119_negative-control_3_348,72589.18333333333,Moving
20250119_negative-control_3_349,97497.4,Moving
20250119_negative-control_5_350,16449.76666666667,Moving
20250119_negative-control_5_350,26276.25,Escape from aggression
20250119_negative-control_5_351,20920.899999999998,Conspecific aggression
20250119_negative-control_5_351,33917.21666666667,Feeding
20250119_negative-control_5_351,35685.65,Bite
20250119_negative-control_5_351,36553.183333333334,Bite
20250119_negative-control_5_352,23656.96666666667,Vigilance
20250119_negative-control_5_353,27260.56666666667,Moving
20250119_negative-control_9_354,391791.4,Feeding
20250119_negative-control_9_354,397580.5166666667,Bite
20250119_negative-control_9_354,401517.7833333333,Bite
20250119_negative-control_9_355,398114.38333333336,Moving
20250119_negative-control_9_356,401067.3333333334,Vigilance
20250119_positive-control_4_357,54454.4,Feeding
20250119_positive-control_4_357,55422.03333333334,Moving
20250119_positive-control_4_358,117467.35,Feeding
20250119_positive-control_4_358,127377.25,Bite
20250119_positive-control_6_359,97564.13333333335,Moving
20250119_positive-control_0_360,321504.51666666666,Vigilance
20250119_positive-control_0_360,345261.5833333334,Feeding
20250119_positive-control_0_360,346429.4166666667,Bite
20250119_positive-control_0_360,346779.76666666666,Bite
20250119_positive-control_0_360,351534.51666666666,Vigilance
20250123_barracuda_0_361,176960.11666666667,Feeding
20250123_barracuda_0_361,179612.7666666667,Bite
20250123_barracuda_0_361,189505.98333333334,Bite
20250123_barracuda_0_362,180897.38333333336,Moving
20250123_barracuda_0_363,199265.73333333334,Feeding
20250123_barracuda_0_363,201801.6,Bite
20250123_barracuda_0_363,200350.15000000002,Bite
20250123_barracuda_0_363,205088.21666666667,Bite
20250123_barracuda_2_364,352952.60000000003,Moving
20250123_barracuda_2_365,353202.85000000003,Moving
20250123_barracuda_2_366,353953.6,Moving
20250123_barracuda_2_367,354337.3166666667,Bite
20250123_barracuda_2_367,355054.7,Moving
20250123_barracuda_2_368,354721.0333333334,Moving
20250123_barracuda_3_369,32632.600000000002,Vigilance
20250123_barracuda_3_370,39522.81666666667,Vigilance
20250123_barracuda_3_370,63847.11666666667,Feeding
20250123_barracuda_3_370,65882.48333333334,Bite
20250123_barracuda_3_370,66449.71666666667,Bite
20250123_barracuda_3_370,82699.28333333334,Feeding
20250123_barracuda_3_370,87270.51666666666,Vigilance
20250123_barracuda_3_371,88738.65000000001,Feeding
20250123_barracuda_3_371,90340.25,Bite
20250123_barracuda_3_371,89105.68333333333,Bite
20250123_barracuda_3_371,99632.86666666667,Bite
20250123_barracuda_3_371,102051.95000000001,Bite
20250123_barracuda_3_371,104504.40000000001,Bite
20250123_barracuda_3_371,106923.48333333334,Bite
20250123_barracuda_3_371,111361.25,Bite
20250123_barracuda_3_372,122322.20000000001,Moving
20250123_grouper_3_373,87237.15,Vigilance
20250123_grouper_4_374,196479.6166666667,Moving
20250123_negative-control_0_375,125909.11666666668,Moving
20250123_negative-control_1_376,111678.23333333334,Feeding
20250123_negative-control_1_376,113930.48333333334,Bite
20250123_negative-control_1_376,115165.05,Bite
20250123_negative-control_1_376,115982.53333333334,Bite
20250123_negative-control_1_376,118968.85,Bite
20250123_negative-control_1_376,120870.75,Bite
20250123_negative-control_1_376,112796.01666666668,Bite
20250123_negative-control_1_377,113296.51666666668,Vigilance
20250123_negative-control_1_378,124674.55000000002,Moving
20250123_negative-control_1_379,140490.35,Moving
20250123_negative-control_2_380,50517.13333333333,Feeding
20250123_negative-control_2_380,51217.833333333336,Bite
20250123_negative-control_2_380,52485.76666666667,Bite
20250123_negative-control_2_380,53720.333333333336,Bite
20250123_negative-control_2_380,57140.416666666664,Bite
20250123_negative-control_2_380,59209.15,Bite
20250123_negative-control_2_380,61578.183333333334,Bite
20250123_negative-control_2_380,63279.88333333334,Bite
20250123_negative-control_2_380,68785.38333333335,Bite
20250123_negative-control_2_380,72238.83333333333,Bite
20250123_negative-control_3_381,163513.35,Vigilance
20250123_positive-control_1_382,257674.0833333333,Predator avoidance
20250123_positive-control_1_383,259125.53333333335,Predator avoidance
20250123_positive-control_1_384,299649.35000000003,Moving
20250123_positive-control_4_385,162245.41666666666,Vigilance
20250123_positive-control_4_386,167500.6666666667,Feeding
20250123_positive-control_4_386,168701.8666666667,Bite
20250123_positive-control_4_386,172205.36666666667,Bite
20250123_positive-control_4_386,177443.93333333335,Bite
20250123_positive-control_4_386,190023.16666666666,Vigilance
20250123_positive-control_4_386,220370.15000000002,Feeding
20250123_positive-control_4_386,221454.56666666665,Bite
20250123_positive-control_4_386,225658.7666666667,Vigilance
20250123_positive-control_4_386,228278.05000000002,Feeding
20250123_positive-control_4_386,229112.21666666667,Bite
20250123_positive-control_4_386,234234.0,Feeding
20250123_positive-control_4_386,238321.41666666666,Vigilance
20250123_positive-control_5_387,92792.70000000001,Moving
20250123_positive-control_6_388,171654.81666666668,Moving
20250127_barracuda_0_389,78428.35,Moving
20250127_barracuda_0_390,46079.366666666676,Moving
20250127_barracuda_0_390,52635.916666666664,Feeding
20250127_barracuda_0_390,52836.11666666667,Bite
20250127_barracuda_0_390,52986.26666666667,Bite
20250127_barracuda_0_391,46546.5,Moving
20250127_barracuda_0_392,47130.41666666667,Feeding
20250127_barracuda_0_392,47130.41666666667,Bite
20250127_barracuda_0_392,47480.76666666667,Bite
20250127_barracuda_0_392,48081.36666666667,Bite
20250127_barracuda_0_393,48965.583333333336,Moving
20250127_barracuda_0_393,89339.25,Predator avoidance
20250127_barracuda_0_394,73656.91666666667,Moving
20250127_barracuda_0_395,134918.11666666667,Feeding
20250127_barracuda_0_395,134918.11666666667,Bite
20250127_barracuda_0_395,134918.11666666667,Bite
20250127_barracuda_0_395,135819.01666666666,Bite
20250127_barracuda_0_395,136219.41666666666,Bite
20250127_barracuda_1_396,28945.583333333336,Feeding
20250127_barracuda_1_396,28945.583333333336,Bite
20250127_barracuda_1_396,30480.45,Bite
20250127_barracuda_1_397,30313.61666666667,Feeding
20250127_barracuda_1_397,30313.61666666667,Bite
20250127_barracuda_1_397,30313.61666666667,Bite
20250127_barracuda_1_397,31781.750000000004,Bite
20250127_barracuda_1_397,38138.1,Bite
20250127_barracuda_1_397,41624.91666666667,Bite
20250127_barracuda_1_397,44427.71666666667,Bite
20250127_barracuda_1_397,45295.25,Bite
20250127_barracuda_1_397,46730.01666666667,Bite
20250127_barracuda_1_397,47614.23333333334,Bite
20250127_barracuda_1_397,48998.95,Bite
20250127_barracuda_1_397,50433.71666666667,Bite
20250127_barracuda_1_397,51051.0,Bite
20250127_barracuda_1_397,52001.950000000004,Bite
20250127_barracuda_1_397,52986.26666666667,Bite
20250127_barracuda_1_397,53803.75,Bite
20250127_barracuda_1_397,56406.350000000006,Bite
20250127_barracuda_1_397,58241.51666666667,Bite
20250127_barracuda_1_397,59442.71666666667,Bite
20250127_barracuda_1_397,60310.25,Bite
20250127_barracuda_1_397,61644.916666666664,Bite
20250127_barracuda_1_397,63012.950000000004,Bite
20250127_barracuda_1_397,64114.05,Bite
20250127_barracuda_1_397,66382.98333333334,Bite
20250127_barracuda_1_398,48615.23333333334,Moving
20250127_barracuda_1_398,61277.88333333334,Feeding
20250127_barracuda_1_398,62445.71666666667,Bite
20250127_barracuda_1_399,63980.583333333336,Feeding
20250127_barracuda_1_399,63980.583333333336,Bite
20250127_barracuda_1_399,63980.583333333336,Bite
20250127_barracuda_1_399,71187.78333333334,Bite
20250127_barracuda_1_399,71805.06666666668,Bite
20250127_barracuda_1_399,74190.78333333334,Bite
20250127_barracuda_1_399,74758.01666666668,Bite
20250127_barracuda_1_399,76392.98333333334,Bite
20250127_barracuda_1_399,80396.98333333334,Bite
20250127_barracuda_1_399,81197.78333333334,Bite
20250127_barracuda_1_399,82832.75,Bite
20250127_barracuda_1_399,84768.01666666666,Bite
20250127_barracuda_1_399,85935.85,Bite
20250127_barracuda_1_399,89222.46666666667,Bite
20250127_barracuda_1_399,92742.65,Bite
20250127_barracuda_1_400,83933.85,Feeding
20250127_barracuda_1_400,83967.21666666667,Bite
20250127_barracuda_1_400,87170.41666666667,Bite
20250127_barracuda_1_400,90473.71666666667,Bite
20250127_barracuda_1_400,91775.01666666668,Bite
20250127_barracuda_1_400,92041.95,Bite
20250127_barracuda_1_400,95161.73333333335,Bite
20250127_barracuda_1_400,95645.55,Bite
20250127_barracuda_1_400,97597.50000000001,Bite
20250127_barracuda_1_400,98782.01666666668,Bite
20250127_barracuda_1_401,87670.91666666667,Feeding
20250127_barracuda_1_401,87670.91666666667,Bite
20250127_barracuda_1_401,89239.15000000001,Bite
20250127_barracuda_1_401,93543.45000000001,Bite
20250127_barracuda_1_401,94944.85,Bite
20250127_barracuda_1_401,96346.25,Bite
20250127_barracuda_1_401,99048.95000000001,Bite
20250127_barracuda_2_402,667.3333333333334,Vigilance
20250127_barracuda_2_403,5121.783333333334,Vigilance
20250127_barracuda_2_404,8091.416666666667,Vigilance
20250127_barracuda_2_404,13496.816666666668,Moving
20250127_barracuda_2_404,18518.5,Vigilance
20250127_barracuda_2_404,20620.6,Moving
20250127_barracuda_2_405,19035.683333333334,Moving
20250127_barracuda_2_406,22839.483333333334,Vigilance
20250127_barracuda_2_406,24307.61666666667,Moving
20250127_barracuda_3_407,362061.7,Moving
20250127_barracuda_3_408,372021.65,Moving
20250127_barracuda_3_409,427343.5833333334,Moving
20250127_barracuda_3_409,430613.51666666666,Feeding
20250127_barracuda_3_409,430613.51666666666,Bite
20250127_barracuda_3_409,433015.9166666667,Bite
20250127_barracuda_3_409,434817.7166666667,Bite
20250127_barracuda_3_409,437220.1166666667,Bite
20250127_barracuda_3_409,439889.45,Bite
20250127_barracuda_3_409,440706.9333333334,Bite
20250127_barracuda_3_409,441757.98333333334,Bite
20250127_barracuda_3_409,442692.25,Bite
20250127_barracuda_4_410,223706.81666666668,Moving
20250127_grouper_1_411,386302.5833333334,Feeding
20250127_grouper_1_411,386302.5833333334,Bite
20250127_grouper_1_411,389972.9166666667,Bite
20250127_grouper_1_411,389172.1166666667,Bite
20250127_grouper_1_411,396179.1166666667,Bite
20250127_grouper_1_411,398264.5333333334,Bite
20250127_grouper_1_411,399348.95,Bite
20250127_grouper_1_411,400600.2,Bite
20250127_grouper_1_411,402151.75,Bite
20250127_grouper_1_411,404720.9833333334,Bite
20250127_grouper_1_411,408357.95,Bite
20250127_grouper_1_411,409792.71666666673,Bite
20250127_grouper_1_411,410526.7833333334,Bite
20250127_grouper_1_411,412295.21666666673,Bite
20250127_grouper_1_411,412829.0833333334,Bite
20250127_grouper_1_411,413663.25,Bite
20250127_grouper_1_411,415765.35000000003,Bite
20250127_grouper_1_411,417166.75000000006,Bite
20250127_grouper_1_411,418601.51666666666,Bite
20250127_grouper_1_411,422038.2833333334,Bite
20250127_grouper_1_411,423022.60000000003,Bite
20250127_grouper_1_411,426742.9833333334,Bite
20250127_grouper_1_411,430113.01666666666,Bite
20250127_grouper_1_412,391040.65,Feeding
20250127_grouper_1_412,392992.60000000003,Bite
20250127_grouper_1_412,391724.6666666667,Bite
20250127_grouper_1_412,399465.73333333334,Bite
20250127_grouper_1_412,400283.2166666667,Bite
20250127_grouper_1_412,401601.2,Bite
20250127_grouper_1_412,403352.95,Bite
20250127_grouper_1_412,404437.36666666664,Bite
20250127_grouper_1_412,404954.55000000005,Bite
20250127_grouper_1_412,407156.75000000006,Bite
20250127_grouper_1_412,409826.0833333334,Bite
20250127_grouper_1_412,410793.7166666667,Bite
20250127_grouper_1_412,418167.75,Bite
20250127_grouper_1_412,418734.98333333334,Bite
20250127_grouper_1_412,420103.01666666666,Bite
20250127_grouper_1_412,422105.0166666667,Bite
20250127_grouper_1_412,423172.75,Bite
20250127_grouper_1_412,424373.95,Bite
20250127_grouper_1_412,425675.25,Bite
20250127_grouper_1_412,427677.25,Bite
20250127_grouper_1_412,431013.9166666667,Bite
20250127_grouper_1_413,419118.70000000007,Feeding
20250127_grouper_1_413,420787.0333333333,Bite
20250127_grouper_1_413,419952.8666666667,Bite
20250127_grouper_1_413,424991.23333333334,Bite
20250127_grouper_1_413,427493.73333333334,Bite
20250127_grouper_1_413,428478.05,Bite
20250127_grouper_1_413,430813.7166666667,Bite
20250127_grouper_1_413,432815.7166666667,Bite
20250127_grouper_1_413,435067.9666666667,Bite
20250127_grouper_1_413,435985.55000000005,Bite
20250127_grouper_1_413,437253.48333333334,Bite
20250127_grouper_1_413,439489.05000000005,Bite
20250127_grouper_1_413,441557.7833333334,Bite
20250127_grouper_1_413,445244.8,Bite
20250127_grouper_2_414,194360.83333333334,Vigilance
20250127_grouper_2_415,203570.03333333335,Vigilance
20250127_grouper_2_416,209359.15,Vigilance
20250127_grouper_2_417,223856.96666666667,Moving
20250127_grouper_3_418,489338.85000000003,Feeding
20250127_grouper_3_418,491274.1166666667,Bite
20250127_grouper_3_418,492975.81666666665,Bite
20250127_grouper_3_419,502218.38333333336,Feeding
20250127_grouper_3_419,504987.81666666665,Bite
20250127_grouper_4_420,40457.083333333336,Vigilance
20250127_grouper_4_420,46196.15,Moving
20250127_grouper_4_420,47113.73333333334,Vigilance
20250127_grouper_4_421,41424.71666666667,Vigilance
20250127_grouper_4_422,43326.61666666667,Predator avoidance
20250127_grouper_4_422,43326.61666666667,Moving
20250127_grouper_4_423,44294.25000000001,Vigilance
20250127_grouper_4_424,46096.05,Vigilance
20250127_grouper_4_425,84734.65000000001,Moving
20250127_grouper_4_426,87003.58333333334,Moving
20250127_grouper_4_427,115031.58333333334,Moving
20250127_grouper_4_428,120537.08333333334,Moving
20250127_negative-control_1_429,191391.2,Vigilance
20250127_negative-control_2_430,412395.3166666667,Moving
20250127_negative-control_4_431,336753.0833333333,Moving
20250127_negative-control_4_431,341574.56666666665,Feeding
20250127_negative-control_4_431,342208.5333333334,Bite
20250127_negative-control_4_431,342208.5333333334,Bite
20250127_negative-control_4_431,346462.7833333333,Bite
20250127_negative-control_4_431,350233.2166666667,Bite
20250127_negative-control_4_431,351567.8833333333,Bite
20250127_negative-control_4_431,353036.01666666666,Bite
20250127_negative-control_4_431,357707.35000000003,Bite
